name,line
Interviewer,System so the fundamental challenge there is so to enable more people to come into the system you have to lower.
Dorsey,The barrier of checking that that person would be a legitimate vendor is that the fundamental problem yeah and a different.
Interviewer,Mindset i think a lot of the financial industry had a mindset of kind of .
Dorsey,Distrust and just constantly looking for opportunities to prove why people shouldn't get into the system whereas we.
Interviewer,Took on a mindset of trust and then verify verify verify verify verify so we moved you know when we when we entered.
Dorsey,The space only about thirty to forty percent of the people who apply to accept credit cards would actually get.
Interviewer,Through the system we took that number than 99% and that's because we reframe the problem we built.
Dorsey,Credible models and we had this mindset of we're going to watch not at the merchant level but we're going to watch.
Interviewer,At the transaction level so come in perform some transactions and as long as you're doing things that feel high.
Dorsey,Integrity credible and don't look suspicious we'll continue to to serve you if we see any interestingness in how.
Interviewer,You use our system that will be bubbled up to people to review to figure out if there's something nefarious going on and.
Dorsey,That's when we might ask you to leave so the change in the mindset led to the technology that we needed to enable more.
Interviewer,People to get there and to enable more people to access system what uh what role does machine learning.
Dorsey,Play into that in that context of you said first of all that's a beautiful shift anytime you shift your viewpoint.
Interviewer,Into seeing that people are fundamentally good and then you just have to.
Dorsey,Verify and catch the ones who are not as opposed to assuming everybody's bad this is a beautiful thing so what role does.
Interviewer,The to you throughout the history of the company has machine learning played in doing.
Dorsey,That verification it was it was a media I mean we weren't calling it machine learning but it was data science and.
Interviewer,Then as the industry evolved machine learning became more of the nomenclature and and as that evolved it became more.
Dorsey,Sophisticated with deep learning and as I continues continues to evolve it'll be nobody another thing but they're all in.
Interviewer,The same vein but we built that discipline up within the first year of the company because we also had you know.
Dorsey,We have to we had to partner with a bank we had to partner with Visa MasterCard and we had to show that by bringing more.
Interviewer,People into the system that we could do so in a responsible way that would not compromise their systems and that they.
Dorsey,Would trust us how do you convince this upstart company with some cool machine learning tricks is able to deliver on.
Interviewer,The sort of a trustworthy set of merchants we we stage it out in tears we had a bucket of you know five hundred.
Dorsey,People using it and then we showed results in a thousand and then ten thousand that fifty thousand and then.
Interviewer,The constraint was left was lifted so again it's it's kind of you know getting something tangible out there I want to.
Dorsey,Show what we can do rather than talk about it and that put a lot of pressure on us to do the right things and it also.
Interviewer,Created a culture of accountability of a little bit more transparency and I think incentivized all of our early folks and.
Dorsey,The company in the right way so what does the future look like in terms of increasing people's access or if you.
Interviewer,Look at io t internet of things there's more and more intelligent devices you can see there's some people even talking.
Dorsey,About our personal data as a thing that we could monetize more explicitly versus implicitly sort of everything can become.
Interviewer,Part of the economy you see so what what is the future of square look like instead of giving.
Dorsey,People access in all kinds of ways to being part of the economy as merchants and as consumers I believe that the.
Interviewer,Currency we use is is a huge part of the answer and I believe that the Internet deserves and requires a native currency.
Dorsey,And that's why i'm i'm such a huge believer in in Bitcoin because it just our our biggest problem is a company.
Interviewer,Right now is we cannot act like an Internet company opened a new market we have to have a partnership with local.
Dorsey,Bank we have to pay attention to different regulatory onboarding environments and a digital currency like.
Interviewer,Bitcoin takes in a bunch of that away where we can potentially launch a product in every single market around.
Dorsey,The world because they're all using the same currency and we we have consistent.
Interviewer,Understanding of regulation and onboarding and-and-and what that means so I think you know the the internet.
Dorsey,Continuing to be accessible to people is number one and then I think currency is is number two and it will just allow for.
Interviewer,A lot more innovation a lot more speed in terms of what we can build and others can build and it's just it's just really.
Dorsey,Exciting so I mean I would I want to be able to see that and feel that in my lifetime so.
Interviewer,In this aspect in other aspects you have a deep interest in cryptocurrency and distributed ledger tech in general I.
Dorsey,Talked to metallic butterman yesterday on this podcast he says hi by the way hey he's a brilliant brilliant person.
Interviewer,Talking a lot about bitcoin and aetherium of course so can you maybe linger on this point what what do you.
Dorsey,Find appealing about bitcoin about digital currency where do you see it going in the next 10 20 years and what.
Interviewer,Are some of the challenges with respect to Square but also just bigger far for a globally.
Dorsey,Farah world for the way we we think about money I I think the most beautiful thing about it is there's no one person.
Interviewer,Setting the direction and there's no one person on the other side that can stop it so we have something that is pretty.
Dorsey,Organic in nature and very principled in its original design and I you know I think the Bitcoin white paper is one of.
Interviewer,The most seminal works of computer science in the last 20 30 years it's it's poetry I mean it's a really cool.
Dorsey,Technology i mean that's not often talked about sort of there's so much sort of hype around digital currency.
Interviewer,About the financial impacts of it but the actual technology is quite beautiful from a computer science perspective yeah.
Dorsey,And the underlying principles behind it that went into it even to the point of releasing it under a pseudonym I think.
Interviewer,That's a very very powerful statement the timing of when it was released is powerful it was it was a total activist.
Dorsey,Move i mean it's it's moving the world forward and in a way that I think is extremely noble and honorable and.
Interviewer,Enables everyone to be part of the story which is also really cool so you ask the question around 10 years in 20 years I.
Dorsey,Mean i think the amazing thing is no one knows and it can emerge and every person that comes into the ecosystem whether.
Interviewer,They be a developer or someone who uses it can change its direction in small and large ways and that's what I think it.
Dorsey,Should because that's what the the Internet has shown is possible now there's complications with that of.
Interviewer,Course and there's you know certainly companies that own large ports so the you know net and conducted more than.
Dorsey,Others and there's not equal access to every single person in the world just yet but all those problems are visible.
Interviewer,Enough to speak about them and to me that gives confidence that they're solvable in a relatively short timeframe.
Dorsey,I think the world changes a lot as we get these satellites projecting the internet down down earth because it.
Interviewer,Just removes a bunch of the former constraints and and really levels the playing field but a global currency.
Dorsey,Which a native currency for the internet is a proxy for is a very powerful concept and I don't think any one person.
Interviewer,On this planet truly understands the ramifications of that I think there's a lot of positives to it there's some.
Dorsey,Negatives as well but i think it's possible sorry to interrupt do you think it's possible that this kind of digital.
Interviewer,Currency would redefine the nature of money so become the main currency of the world as opposed to being tied to fiat.
Dorsey,Currency of different nations and to really push the decentralization of control of money definitely but I think.
Interviewer,The the bigger ramification is how it affects how society works and I think there were there there are many positive.
Dorsey,Ramifications outside around money just outside of just money money money is a foundational layer that enables so.
Interviewer,Much more i was meeting with an entrepreneur in Ethiopia and payments is probably the number one problem to solve.
Dorsey,Across a continent both in terms of moving money across borders between nations on the continent.
Interviewer,Or the amount of corruption within the current system but the lack of easy ways to pay people makes starting anything.
Dorsey,Really difficult i met an entrepreneur who started the the lyft / uber of Ethiopia and one of the biggest problems.
Interviewer,She has is that it's not easy for her writers to pay the company it's not easy for her to pay the drivers and that.
Dorsey,Definitely has stunted her growth and made everything more challenging so the fact that she's she even has to think.
Interviewer,About payments instead of thinking about the best writer experience and the best driver experience is is pretty telling.
Dorsey,So i think as we get a more durable resilient and global standard we see a lot more innovation.
Interviewer,Everywhere and i think there's no better case study for this than the various countries with and within Africa and and.
Dorsey,Their entrepreneurs who are trying to start things within health or sustainability or transportation or a.
Interviewer,Lot of the companies that we've seen that we've seen here so the majority of companies I met in November when I spent.
Dorsey,A month on the continent were payments oriented you mentioned there's a small tangent you mentioned the anonymous.
Interviewer,Launch of bitcoin is a sort of profound philosophical statement sudama's what's that even means there's a pseudonym for.
Dorsey,Said there's an identity tied to it it's not just anonymous it's a Nakamoto so a Nakamoto might represent one person or.
Interviewer,Multiple people but let me ask are you Satoshi Nakamoto just just checking thank you I wear what I tell you yes.
Dorsey,Sure um but maybe you slip a pseudonym is constructed identity anonymity is just kind of as you know ran random like.
Interviewer,Drop something off and leave there's no intention to build an identity around it and well the identity being built was a.
Dorsey,Short time window it was meant to stick around I think and to be known and it's being honored in you know how the.
Interviewer,Community thinks about building out like the concept of Satoshi Toshi's for instance is one such an example but I.
Dorsey,Think it was smart not to do it anonymous not to do it as a real identity but to do it as soon an MB.
Interviewer,Because i think it builds tangibility and a little bit of empathy that this was a human or a set of humans behind it.
Dorsey,And there's there's this natural identity that I can imagine but there is also sacrifice of an ego that's a pretty.
Interviewer,Powerful thing from beautiful would you do sort of philosophically to ask you the question would you do.
Dorsey,All the same things you're doing now if your name wasn't attached to it sort of if if you had to sacrifice the ego put.
Interviewer,Another way is your ego deeply tied in the decisions you've been making I hope not I mean I I believe I would certainly.
Dorsey,Attempt to do the things without my name having to be attached with it but it's hard to do that in a corporation legally.
Interviewer,That's the issue if i were to do more open-source things then absolutely like I don't don't need my particular.
Dorsey,Identity my real identity associated with it but I think you know the appreciation that comes from doing.
Interviewer,Something good and being able to see it and see people use it is is pretty overwhelming and powerful more so than.
Dorsey,Maybe seeing your name in the in the headlines let's talk about artificial intelligence a little bit if we could 70.
Interviewer,Years ago alan turing formulated the Turing test to me natural language is one of the most interesting spaces of.
Dorsey,Problems that are tackled by artificial intelligence it's the canonical problem of what it means to be intelligent he.
Interviewer,Formulated as the turing test me ask sort of the broad question how hard do you think is it to pass the Turing test.
Dorsey,In the space of language just from a very practical standpoint I think where we are now and and for at least years.
Interviewer,Out is one where the artificial intelligence machine learning the deep learning models can bubble up.
Dorsey,Interestingness very very quickly and pair that with human discretion around severity around depth around.
Interviewer,Nuance and and meaning i think for me the chasm the cross for general intelligences to be able to explain why.
Dorsey,And the meaning behind something behind a decision mm-hmm for being behind the decision so we got a sub so.
Interviewer,Delta so the explained ability part is kind of essential to be able to explain using natural language why the decisions.
Dorsey,Were made that kind of thing yeah i mean I think that's one of our biggest risk and artificial intelligence going.
Interviewer,Forward is we are building a lot of black boxes that can't necessarily explain why they made a decision or what.
Dorsey,Criteria they used to make the decision and we're trusting them more and more from lending decisions to content.
Interviewer,Recommendation to driving to health like you know a lot of us have watches that tell us to understand how was it.
Dorsey,Deciding that i mean that that one's pretty pretty simple but you can imagine how complex they get and being able to.
Interviewer,Explain the reasoning behind some of those recommendations seems to be an essential part although it's a very hard.
Dorsey,Problem because sometimes even we can't explain why we make this that's what I was I think we're being us sometimes a.
Interviewer,Little bit unfair for to artificial intelligence systems because we're not very good at these some of these things.
Dorsey,Do you think a project for the ridiculous romanticized question but on that line.
Interviewer,Of thought do you think we'll ever be able to build a system like in the movie her that you could fall in love with so.
Dorsey,Have that kind of deep connection with hasn't that already happened hasn't someone in Japan fallen in love with.
Interviewer,This who's ai there's always going to be somebody that does that kind of thing I mean at a much larger scale of actually.
Dorsey,Building relationships of being deeper connections it doesn't have to be love but it just deeper connections with.
Interviewer,Artificial intelligence systems you mentioned explained it there's lots of function of the artificial.
Dorsey,Intelligence and more a function of the individual and how they find meaning and where they find meaning do you think we.
Interviewer,Humans can find meaning in technology in this kind of way yeah 100 percent 1 percent and I don't necessarily think.
Dorsey,It's a negative but i you know it's it's constantly going to evolve so I don't know but I meaning is is something.
Interviewer,That's entirely subjective and I I don't think it's going to be a function of finding the magic algorithm.
Dorsey,That enables everyone to love it but maybe but that question really gets that the difference between human and machine.
Interviewer,The you had a little bit of an exchange with Elon Musk basically I mean it's a trivial version of that but I think.
Dorsey,There's a more fundamental question of is it possible to tell the difference between a bot and a human and do you.
Interviewer,Think it's if we look into the future 10 20 years out do you think it would be possible or is it even necessary to tell.
Dorsey,The difference in the digital space between a human and a robot can we have fulfilling relationships with each or do.
Interviewer,We need to tell the difference between them I think it's certainly useful and certain problem domains to be able to.
Dorsey,Tell the difference i think in others it might not be as useful I think it's possible for us today tell that.
Interviewer,Difference as the reverse the meta of the Turing test well what's interesting is I think the technology to create is.
Dorsey,Moving much faster than the technology to detect you think so so if you look at like adversarial machine learning.
Interviewer,There's a lot of systems that try to fool machine learning systems and at least for me the hope is that the.
Dorsey,Technology to defend will always be right there at least your sense is that I don't know if they'll be right there I.
Interviewer,Mean it's it's a race right so the detection technologies have to be 2 or 10 steps ahead of the creation.
Dorsey,Technologies this is a problem that i think the financial industry will face more and more because a lot of our risk.
Interviewer,Models for instance are built around identity payments ultimately comes down to identity and you can imagine a world.
Dorsey,Where all this conversation around deep fakes goes towards the direction of driver's license or passports or state.
Interviewer,Identities and people construct identities in order to get through a system such as ours to start.
Dorsey,Accepting credit cards or into the cash shop and those technologies seem to be moving very very quickly our ability to.
Interviewer,Detect them i think is probably lagging at this point but certainly with more focus we can get ahead of it but this is.
Dorsey,Going to touch everything so i think it's it's it's like security and we're never going to be able to build a.
Interviewer,Perfect detection system we're only going to be able to you know what we should be focused on this is the speed.
Dorsey,Of evolving it and being able to take signals that show correctness or errors as quickly as possible and move and to.
Interviewer,Be able to build that into our newer models or the or the self learning models you have other worries like some.
Dorsey,People like elon and others have worries of existential threats of artificial intelligence of artificial general.
Interviewer,Intelligence or if you think more narrowly of all threats and concerns about more narrow artificial.
Dorsey,Intelligence like what are your thoughts in this domain do you have concerns are you more optimistic I think you've all.
Interviewer,And his in this book 21 boilin lessons for the 21st century yeah his last chapters around meditation and you look.
Dorsey,At the title of the chapter and you're like oh it's kind of old meditation but the was interesting about that chapter.
Interviewer,Is he believes that you know kids being born today growing up today Google has a stronger sense of their preferences than.
Dorsey,They do which you can easily imagine i can easily imagine today that Google probably knows my preference is more.
Interviewer,Than my mother does maybe not me per se but for someone growing up only knowing you know not only knowing what Google is.
Dorsey,Capable of or facebook or twitter or square or any of these things the self-awareness is being offloaded to.
Interviewer,Other systems and particularly these these algorithms and his concern is that we lose that self-awareness because the.
Dorsey,Self-awareness is now outside of us and it's doing such a better job at helping us direct our decisions around should I.
Interviewer,Stand should i walk today what doctor should I choose who should I date all these things were now seeing play out.
Dorsey,Very quickly so he sees meditation as a tool to build the self awareness and to bring the focus back on why do I make.
Interviewer,These decisions why do i react in this way why did I have this thought where did that come from.
Dorsey,That's the way to regain control or awareness maybe not control but put awareness so that you can be aware that.
Interviewer,Yes i am offloading this decision to this algorithm that I don't fully understand and can't tell me why it's.
Dorsey,Doing the things that's doing because it's so complex that's not to say that the algorithm can't be a good thing and.
Interviewer,To me recommender systems the best of what they can do is to help guide you on a journey of learning new ideas of.
Dorsey,Learning period it can be a great thing but do you know you're doing that are you aware that you're inviting it to do.
Interviewer,That to you i think that's that's a little risky identifies right is that's perfectly okay but are you aware that.
Dorsey,You have that invitation and it's it's being acted upon and so that that's your that's a concern you're kind of.
Interviewer,Highlighting that without a lack of awareness you can just be like floating at sea so awareness is key in just the.
Dorsey,Future these artificial intelligence systems in the other movie wall-e well Richard I think is one of Pixar's best.
Interviewer,Movies besides ratatouille right you had me until the ratatouille okay that error is.
Dorsey,Incredible all right we've come to the first point where we disagree okay the entrepreneurial story in the.
Interviewer,Form of a wrath mm-hmm I just remember just the soundtrack was really good so excellent.
Dorsey,What are your thoughts sticking on artificial intelligence a little bit about the displacement of jobs that's.
Interviewer,Another perspective that candidates like Andrew yang talked about in getting forever yang Yang so he unfortunately.
Dorsey,Speaking of yang yang has recently dropped out I know it was very disappointing and depressing.
Interviewer,Yeah but the on the positive side he's i think launching a podcast so really cool yeah that's he just announced that I'm.
Dorsey,Sure he'll try to talk you into trying to come on to the podcast so about Reddit Tori yeah maybe he'll be more.
Interviewer,Welcoming of the ratatouille argument what are your thoughts on his concerns of the displacement of jobs of.
Dorsey,Automations of the of course there's positive impacts that could come from automation in the eye and but there.
Interviewer,Could also be negative impacts and within that framework what are your thoughts about universal basic income so.
Dorsey,These interesting new ideas of how we can empower people in the economy I I think he was a hundred percent right on.
Interviewer,Almost every dimension we see this in squares business I mean he identified truck drivers I'm from Missouri and he.
Dorsey,Certainly pointed to the concern and the issue that people from where I'm from feel every single day that is often.
Interviewer,Invisible and not talked about enough you know the next big one is cashiers this is where it pertains to squares.
Dorsey,Business we are seeing more and more of the point-of-sale moved to the individual customers hand in the form of.
Interviewer,Their phone and apps and pre-order and order ahead we're seeing more kiosks we're seeing more things like Amazon go.
Dorsey,And the number of workers in as a cashier and Rito's immense and you know there's there's no real answers on how.
Interviewer,They transform their skills and and work and into something else and I think that.
Dorsey,Does lead to a lot of really negative ramifications and the important point that he brought up around universal.
Interviewer,Basic income is given that this shift is going to come and given it's going to take time to set people up with new.
Dorsey,"Skills and new careers they need to have a floor to be able to survive and this $1,000 a month is such a floor."
Interviewer,It's not going to incentivize you to quit your job because it's not enough but it will enable you to not have to.
Dorsey,Worry as much about just getting on day to day so that you can focus on what I'm what am I going to do now and what am I.
Interviewer,Going to what skills do i need to acquire and I think I think that you know a lot of people point to the fact.
Dorsey,That you know during the industrial age we we had the same concerns around automation factory lines and everything.
Interviewer,Worked out okay but the the biggest change is just the velocity and the centralization of a lot.
Dorsey,Of the things that make this work which is the data and the algorithms that work on this on this data I think the the.
Interviewer,Second biggest scary thing is just how around AI is just who actually owns the data and who can operate on it and are.
Dorsey,We able to share the insights from the data so that we can also build algorithms that help our needs or help.
Interviewer,Our business or what not so that's where I think regulation could play a strong and positive part first looking at the.
Dorsey,Primitives of ai and the tools we use to build these services that will ultimately touch every single aspect of.
Interviewer,The human experience and then how data where data is owned and how its how its shared so those those are the answers.
Dorsey,That as a society as a world we need to have better answers around which we're currently not they're just way too.
Interviewer,Centralized into a few very very large companies but I think he was spot-on with identifying the problem and.
Dorsey,Proposing solutions that would actually work at least that we'd learn from that you could expand or evolve but I mean.
Interviewer,It's i think it's ubi is well well past its it's do I mean it was certainly trumpeted by Martin Luther King and even.
Dorsey,Even before him as well and like you said like you know the exact thousand dollar mark might be might not be the.
Interviewer,Correct one but you should take the stuffs to try to to implement these solutions and see see what works so I.
Dorsey,Think you and i eat some more diets and at least I was the first time I've heard this yeah so I was doing it first time.
Interviewer,Anyone has said that to me yeah but it's becoming more and more cool and but I was doing it before was cool.
Dorsey,So the intermittent fasting and fasting in general I really enjoyed I love food but I enjoy the the I also love.
Interviewer,Suffering because i'm russian so fasting kind of makes you appreciate makes you appreciate what it is to be human.
Dorsey,Somehow so but i have a outside the philosophical stuff I have a more specific question it also helps me as a.
Interviewer,Programmer and a deep thinker like stifling that from a scientific perspective to sit there for many hours.
Dorsey,And focus deeply maybe you were a hacker before you were CEO what have you learned about diet lifestyle mindset.
Interviewer,That helps you maximize mental performance to be able to focus for this thing deeply in this world of.
Dorsey,Distractions i think i just took it for granted for too long which aspect just a social structure of we eat three.
Interviewer,And there's snacks in between and i just never really asked the question why oh by the way in case people don't know I.
Dorsey,Think a lot of people know who you you at least you famously eat once a day yeah you still eat once a day yep.
Interviewer,Sooner by the way what made you decide to eat once a day like cuz to me that was a huge revolution that you don't.
Dorsey,Have to eat breakfast that was like i felt like I was a rebel like I yeah like abandoned my parents or something and it.
Interviewer,Doesn't an artist when you when you first like the first week you start doing it feels you kind of like have a.
Dorsey,Superpower yeah then you realize it's not really a superpower but it I think you realize at least I realize like it.
Interviewer,Just how much is how much our mind dictates what we're possible of and and sometimes we have structures around us.
Dorsey,The incentivize like you know there's three may thing which was purely social structure versus necessity for our.
Interviewer,Health and for our bodies and i i did it just I started doing it because I played a lot with my diet when I was a kid and.
Dorsey,I was vegan for two years and just went all over the place just because I you know a health is the most precious thing.
Interviewer,We have and none of us really understand it so being able asked the question through experiments that I can perform.
Dorsey,On myself and learn about i is compelling to me and I heard this one guy on the podcast wim HOF who's famous.
Interviewer,For doing ice baths and holding his breath and all these things he said he only eats one meal a day I'm like wow.
Dorsey,That sounds super challenging and comfortable I'm gonna do it so I I just I learned the most when I make myself I.
Interviewer,Want to say suffer but when i make myself feel uncomfortable because everything comes to bear in those.
Dorsey,Moments and and you really learn what your what you're about or what you're not so I been doing that my whole life.
Interviewer,Like when i was a kid i could not like I could not speak like I had to go to a speech therapist and it made me.
Dorsey,Extremely shy and then one day i realized I can't keep doing this and I signed up for the for the speech Club.
Interviewer,And you know it was a the most uncomfortable thing I could imagine doing getting a topic on a note card.
Dorsey,Having five minutes to write a speech about whatever that topic is not being able to use the note card while speaking.
Interviewer,And speaking for five minutes about that topic so but it just it puts so much it gave me so much perspective around the.
Dorsey,Power of communication around my own deficiencies and around if I set my mind to do something I'll do it so it gave me.
Interviewer,A lot more confidence so i see fasting in the same light this is something that was interesting challenging.
Dorsey,Uncomfortable and has given me so much learning and benefit as a result and it will lead to other things that I.
Interviewer,Experiment with and play with but um yeah it does feel a little bit like a superpower sometimes the most boring.
Dorsey,Superpower one can imagine no it's quite incredible the clarity of mind is it's pretty interesting.
Interviewer,Speaking of suffering you kind of talk about facing difficult ideas you meditate you think about the broad.
Dorsey,Context of life of our society let me ask sort of apologize again for the romanticized question but do you ponder.
Interviewer,Your own mortality do you think about death about the finiteness of human existence when you meditate when you.
Dorsey,Think about it and if you do what how do you make sense of it that this thing ends well I don't try to make sense of.
Interviewer,It i do think about it every day i mean it's it's a daily multiple times a day any afraid of death no I'm not afraid of.
Dorsey,It I I think it it's a transformation I don't know to what but it's also a tool.
Interviewer,To feel the importance of every moment so I just use as a reminder like I have an.
Dorsey,Hour is this really what I'm going to spend the hour doing like I only have so many.
Interviewer,More sunsets and sunrises to watch like I'm not going to get up for it I'm not going to make sure that I that I that I.
Dorsey,Try to see it so it's it just puts a lot into perspective and it helps me prioritize I think it's I don't I don't.
Interviewer,See it as something that's like that i dread or is dreadful it it's a it's a tool that is available to every single.
Dorsey,Person to use every day because it shows how precious life is and there's reminders every single day whether it be.
Interviewer,Your own health or a friend or a co-worker or something you see in the news so it's to me it's just a question.
Dorsey,Of what we do with that daily reminder and for me it's um am I really focused on what matters and sometimes that might.
Interviewer,Be work sometimes that might be friendships or family or relationships or whatnot but that that's it's the.
Dorsey,Ultimate clarifier in that sense so on the question of what matters another ridiculously big question of once you.
Interviewer,Try to make sense of it what do you think is the meaning of it all the meaning of life.
