name,line
Interviewer,I said one line smoke em no hookah sticks you know how i do thi i ain't new to this.
Eminem,You see how i maneuver this that totally spit your medulla split i'm in her this round up like.
Interviewer,I'm shooting bricks dude is this like i'll let it dump from the sky like ooh you a rookie with no laws.
Eminem, how has detroit informed you as a person on a larger picture of the.
Interviewer,Of the country as a whole just being from detroit you mean in the hip-hop sense just as a whole.
Eminem,Even in a social sense if we're talking about hip-hop for a second okay i think that one of the great things.
Interviewer,About being from detroit is just we just we we i don't think in the very beginning.
Eminem,When hip-hop first started coming about i don't think we really knew who we were yet.
Interviewer,As far as what's going to be our style what's going to be our you know sound what is going to be this.
Eminem,You know what i'm saying what are we going to be i think especially back then we used to think.
Interviewer,Like nobody comes to detroit they look at us like a ghost town.
Eminem,You know what i'm saying we want to be somebody we want t we want to stand up we want to be that.
Interviewer,Was always the thing back then too was put detroit on the map everybody wanted to put detroit on the map because we.
Eminem,Felt like yo no one's listening to us you know and nobody takes us serious you see.
Interviewer,Like you know if you go to new york and you're a detroit mc what it would seem like back then is you probably would get.
Eminem,Kissed just being from detroit didn't matter how good you were.
Interviewer, oh.
Eminem, i mean i remember when you did white america somebody from your point of view.
Interviewer,Being white pointing out the injustice as we see in the country what untouchable you said some things in.
Eminem,That song that really made me go man i never even heard anybody say this.
Interviewer,When and i'm paraphrasing but when you said sometimes i'm embarrassed to be white you know.
Eminem,What what does that mean like i've never heard someone say that because i feel like okay when at the.
Interviewer,Time one of the the things that inspired that song.
Eminem,Was there was a time a couple of years ago if you remember this that you would turn.
Interviewer,On the news and literally every other day it was a black man getting shot by.
Eminem,Police and killed and i remember seeing the thing where michael slager the cop shot walter.
Interviewer,Scott in the back he pulled him over for the tail like being out or whatever when walter scott started running he's.
Eminem,Like 50 something feet away from him and when you see him shoot him in the back and the dude thank god that the dude had.
Interviewer,The camera right and you watch him walk up and place that taser.
Eminem,He's already got his story in his head you know what i'm saying and i'm on the phone calling paul like.
Interviewer,Yo did you see thi again i would just go off like 45 minutes on the phone talking about it in.
Eminem,Uh philando castile like just re trying to tell you like i i have a gun i'm you know what i'm saying like i have a gun i.
Interviewer,Have a license to carry this and getting shot .
Eminem,What's up with the weather in detroit man is it always like 30 below right now.
Interviewer,It's 30 below and it's hot and it's hot yeah it goes down to like 460 below or something all right.
Eminem,Our record tim was probably 620 below okay so y'all beat out antarctica probably.
Interviewer,Probably okay you've been all around the world you could live anywhere you want.
Eminem,But you still have a presence here you still have a home in this area yeah why.
Interviewer,I'm very much a creature of habit i feel like this is what i know and i don't really know anything else i mean.
Eminem,I've been obviously a lot of places but this is to me home.
Interviewer,It's just home the spirit the people here everything is this is what i love.
Eminem, y'all got a symbol to represent the detroit spirit right you know the fish.
Interviewer,The fish right yeah the joe lewis yeah joe lewis fest we've been kicked around to long.
Eminem,So now we want to use our voices it's  incredible.
Interviewer, do you feel like you've accomplished your dreams.
Eminem,You know there's aspects of it where you're like i literally gave up my life for this i put my.
Interviewer,Life into this study this game inside out every single aspect of it every single.
Eminem,Everything all it is is a stage and you just walk out on that stage and say your words to him.
Interviewer, hip-hop hasn't really been around long enough to know how long somebody can.
Eminem,Actually go for  .
