name,line
Interviewer,It was for me or you back in the day cuz we didn't have that we didn't have this platform so I appreciate the platform.
Eminem,It's just that now you've got now you've got people that not only are doing the same thing and they can do it better but.
Interviewer,You've got people who don't do anything and are just critiquing it so I sat back and I'm like okay that's fine people can.
Eminem,Talk crazy about me that's fine they should they should express themselves and they have a right to but I also get.
Interviewer,To say whatever the i want about you know mmm I'm like I said I'm good with revival it.
Eminem,Mm-hmm because i couldn't have made this album without that yeah and there is something I'm not gonna lie there is.
Interviewer,Something inside me that is a little more happy when I'm angry it's like as much as I as bad as it feels you know to.
Eminem,Be there there's also something about it there's a rush of it that I like because it inspires me to say something back.
Interviewer,You getting that weird area to where it's like oh it's just he doesn't care about what anybody thinks about him but.
Eminem,Now he cares about what everybody thinks about him no he's just saying he don't care he'll.
Interviewer,Say anything he wants about you if you say about him because he doesn't care like there's so many different levels to.
Eminem,Not caring about you know i'm saying but it was interesting it was definitely interesting because I'm like.
Interviewer,How off his mic here yeah jesus Christ like and then and then it was interesting to watch the reaction of the.
Eminem,Chloraseptic remix verse that i did you know with 2 Chainz and get out in January you kind of you touched on you.
Interviewer,Guys form to opinion just from a track that's where I was at yeah at that point in time that is definitely where I was.
Eminem,At but i watch people going oh why wasn't this only viable honestly I probably what if I said it was on.
Interviewer,Revival you won't know because you didn't listen probably yeah but I kind of felt like okay I guess this is what.
Eminem,People might want cuz i'm always stuck in that what the do people want like like you were saying that the OM is.
Interviewer,Back and he's too old to be dough and he can't do like no matter what when Isaac I should have zagged no matter what you.
Eminem,Got half and half every single time you kind of say that you allude to it and one of the songs well you said.
Interviewer,You set the bar so high that you know at this point you know everything is considered a failure like you almost.
Eminem,Competing with yourself that you touch on it a lot in every song well not every song but majority of songs you touch on.
Interviewer,It i appreciate but i have to like the Joe Button thing is it's a really interesting because that along with MGK.
Eminem,Of course it's making a lot of noise out there and it throws a lot of folks off when Joe first started commenting it was.
Interviewer,Mixed reaction some people said it was disloyal some people said man he's entitled to his opinion well I would.
Eminem,Assume that obviously it got under your skin considering relationship you've had with him with slaughterhouse.
Interviewer,Yes how do you how did how do you describe your relationship with Joe but how do you describe.
Eminem,Shop with joe button i mean listen me and Joe button aren't you know we're not friends like that we're not like we.
Interviewer,Didn't go to the same high school or something I'm saying so I get that part but when I'm out here flying.
Eminem,Around to different places and doing interviews and trying to use my platform to pump up slaughterhouse every chance I.
Interviewer,Get and you're using your platform to trash me and I'm one of the things that keeps this ship moving do you know I'm saying so you're doing.
Eminem, something you've got a voice in hip-hop so you actually could be affecting this ship a little bit you know saying.
Interviewer, because you don't owe me nothing but I've never gotten a interview and been like Joe Budden is.
Eminem, trash that last album he put out is trash so that's that's kind of the attitude I took to this whole album.
Interviewer,Kamikaze is like alright what if i give everybody my opinion about them but I want to talk about slaughterhouse.
Eminem,Because there's a lot of including myself people that really feel like this slaughterhouse saga was unfinished you.
Interviewer,Know i know there's a glass house album that was pretty much completed but never release right.
Eminem,Where we had left it about two years ago was everybody came in and different some of some of the guys in the group picked.
Interviewer,Certain beats so many guys didn't feel those beats are they like the other beats and there was like there was.
Eminem,Definitely enough songs to put an album out but for the most part it wasn't a complete picture because everybody.
Interviewer,Wasn't on the same page of what their favorite songs were so I thought they were gonna go back go back home regroup.
Eminem,And try to make a few more songs i didn't hear anything from that and then at that point I started getting really.
Interviewer,Deep into revival you know i was recording every day so a couple months go by and from what I understand it to.
Eminem,Be what i was told I didn't hear this firsthand like Joe said slaughterhouse ain't hot right now.
Interviewer,We don't have a buzz we need to put out next table from that point everybody started branching out Royce went and did.
Eminem,His album crime like everybody started doing their own kind of song oh so I thought they were just happy with.
Interviewer,That you know i'm saying like they just wanted to maybe work on their own projects for a while and we would come.
Eminem,Back and visit this or whatever when we made the first other house album the welcome to our welcome to our house that.
Interviewer,Was another album that i felt like holy people who literally just trashed this they trashed this out and there was a huge backlash of oh man you.
Eminem, say what we want to hear it sounds too polished and elicits like you're not listen you're critiquing these guys who.
Interviewer, are wordsmiths jr. I'm saying like so you're there's look there's a certain type of person that man I like I.
Eminem, only like two beats a certain type of person that would lean towards lyrics mortars certain type of person that was.
Interviewer, leaning towards a voice more they like better you know I'm saying like everybody leans towards towards their.
Eminem, own thing but I was just like holy cuz to me the beats were crazy on that album and only thing I did was added my.
Interviewer, little touch of like sprinkle in music in these tracks and mixing them to try to bring out you know the production a.
Eminem, little bit which I don't even know if I did any actual beats on there on the first album but but all I heard was the.
Interviewer, backlash that it was too polished yeah so we said okay let's do another album and then you guys do what you want to do.
Eminem, with it which is kind of we left the ball in their Court kind of thing so I didn't want to touch.
Interviewer, it in a sense of like other than give my opinions on songs I didn't want to touch it I didn't with my production because I.
Eminem, felt like if what if that is the reason yeah that they didn't sell albums I don't want to hinder that you know.
Interviewer, saying so we gave him another album and next thing I know I hear Joe talking about who got that money who got what.
Eminem, money mm-hmm like he did say I saw a clip that he put up interview with him a crooked.
Interviewer, that he felt like that maybe perhaps like he alluded there you and Paul got joy the money there but but the album I.
Eminem, hate to say this because I think the guys are super talented but the album didn't do much to even recoup the.
Interviewer, first budget then we spent hundreds of thousands of dollars on the second album that never came out what money.
Eminem, didn't you get I don't know if I made a dime off slaughterhouse I don't care if I made nothing I believed in.
Interviewer,Them so i you know i wanted them to i wanted them to be huge man I really did I wanted a group that lyrical to.
Eminem,Just must do everything you know i'm saying and it definitely hurt my feelings a lot when the album didn't do.
Interviewer,Good the first album it was just like man like when we got ceiling on the hook of the my life song I was like yo this is this might be out of here what.
Eminem, was the meaning behind the line when you said the last hit you I'm paraphrasing the last hit you got was what your ex.
Interviewer, chicken that was what that was was that that was a tap just a tap it was a tap but he was also saying that his his.
Eminem, alleged domestic abuse things or whatever which I'm not gonna get into butt but I feel like I feel like the.
Interviewer, reason I had to do that is because like I said there's a there's a there's a fine line between saying you know what.
Eminem, this guy's really been cool to me he's helped me out and tried to help out on many occasion so I'm not gonna go in on.
Interviewer, untouchable like that I'm gonna say it ain't for me not crazy about it whatever whatever but to be the worst song you've.
Eminem, ever heard in your life have you listened to your own do you not listen back cuz if that's the worst.
Interviewer, song you've ever heard in your life I don't know yes it's interesting so we'll never see.
Eminem,That glass house album probably as far as you know I don't know III don't have the answer to that I uh I I want to just.
Interviewer,Make it clear though that aside from the drill I think that slaughterhouse is one of the best rap groups ever to.
Eminem,Ever happen but that being said i i wish their first album would have connected yeah two more people that I did I don't.
Interviewer,To this day i still don't mean paul it was like haha what the happened you know I'm saying like but look man.
Eminem,Everybody's not gonna like everything you put out all the time so that was a dream team of emcees though and I think.
Interviewer,A lot to what you're saying in regards to why aren't people reacting to these words Smith is that's how we came up you.
Eminem,Know and honestly what people may not realize is that's what really separated hip-hop from R&B rock and roll and other.
Interviewer,Genres was our ability to bend words to create patterns I made it unique to our genre specifically which it seems like.
Eminem,It's something that doesn't get any credibility or people don't put a hole not everybody put a whole lot into that.
Interviewer,Now they don't give a lot of credence to that you know which is probably slaughterhouse could have been a victim.
Eminem,Of that that kind of ideology you also in this album you went in on MGK you guys had a discrepancy he mentioned it.
Interviewer,In his response song rap devil you know that let's call sway and ask him why I can't.
Eminem,Get on shade four or five that was in response so I've seen him on the street once and I didn't know he couldn't come.
Interviewer,Up to shade at that time four or five and I said man come on up man and then I had to see him again and say hey man I.
Eminem,Don't know what the is yeah but until that gets cleared up there's no way I can have you on there.
Interviewer,Yeah what's the with that what happened whoa the is just for the record the the thing that was going on.
Eminem,And he was saying about my daughter i didn't even know about that and so like literally like a year and a.
Interviewer,Half later I wasn't it just it never hit my radar and then one day you know you'd go down.
Eminem,The wormhole the youtube and whatever right so I see Machine Gun Kelly talks about Eminem's daughter.
Interviewer,Whatever right so the click on it like yo why is he then he starts doing a press run basically about Haley I'm like.
Eminem,What the yo my man better yeah chill right so that's not why I dis them the reason that distant is actually a.
Interviewer,Lot more petty than that okay the reason that our distant is because he got on first he said first at first when he.
Eminem,Said i'm the greatest rapper alive since my favorite rapper ban me from shade 45 or whatever he said right like I'm.
Interviewer,Trying to hinder his career cycle about your career you think I actually think about you you know how many rappers that are are better.
Eminem, than you you're not even in the conversation I don't care if you blower if you don't blow doesn't matter.
Interviewer, to me but then when you get on tech minds album and you start sending shots and people start hitting me up yo.
Eminem, machine gun just Yui just dissed you reduced you I'm like I listen to it I'm like did he really diss me no I keep.
Interviewer, listening to it y'all just rap you're not gods and then somebody sends me a screenshot of his Twitter and it says.
Eminem, had some to get off my chest you just rapped you not God some like that and I was like a reference for.
Interviewer, the rap god phone yeah so I'm like on the song he said y'all just rap you not gods and on Twitter he said you just rap.
Eminem, you not God had some to get off my chest and I'm seen and by the way this was on the heels of the freestyle here.
Interviewer, just did about shade 45s like shut the up shut the up now now I mean this weird thing because I'm.
Eminem,Like i gotta answer this and every time I do that it makes that person is as irrelevant as.
Interviewer,People say i am em in hip-hop i make them bigger by getting into this thing where i'm like i want to destroy him but.
Eminem,I also don't want to make him bigger do you know what I'm saying because now you're a enemy so I'll leave it.
Interviewer,At that i'm not sure exactly what i'm gonna do at this point right now because I'm still kind of waiting to see what.
Eminem,You haven't heard his rap devil response not heard it what are you thinking it's it's not bad for him.
Interviewer,Mm-hmm he has some good lines in it did John really call Interscope to try to shell this no I I had never made a cop.
Eminem, we made a call to Diddy really I got did his number just hit him up yo did he went up never happened it.
Interviewer, didn't feel like a distant me it just felt like pitiful mmm oh my god now I'm feeling bad for so I might even have.
Eminem, to do with so that's how that happened so he made it reply to my reply so regardless of what the he wants to.
Interviewer, say who was from six years ago shut the up shut the up wait I'm telling you.
Eminem,The reason that dis do now yeah i'm telling you and I'm gonna sit back and I'm gonna wait for a second just to see.
Interviewer,It because if people start firing off and not trying to answer every body that I diss them kamikaze or had.
Eminem,Words about i'm gonna be going the next five years make it this song after dis song you know I'm saying so.
Interviewer,Yeah like you're gonna get hit though Jesse Reyes is featured on this project mm-hmm young up-and-coming star she's on.
Eminem,Two songs how did you find jesse reyes i was coming home I got home one night from a video shoot actually and she was.
Interviewer,On tv was a seth meyers show mm-hmm and she was doing that song gatekeeper that was like.
Eminem,Is this cuz her voice to me was so crazy so I rewound it I was like oh I gotta check her out so I went down the.
Interviewer,Wormhole of looking up and i was like oh I really want to with this chick cuz she right now I'm my personal.
Eminem,Opinion i think she's gonna really blow up mm-hmm that's my personal opinion I've seen people very talented people.
Interviewer,Not do that but i think that i would put my money on her that she will absolutely be huge but I don't even know if like it.
Eminem,Necessarily in the pop world or anything like that I don't feel like she does pop music I feel like she she just cuz she.
Interviewer,Comes from a real place and she writes her own first time I got in a studio with her I played her a couple.
Eminem,Beats and she just started right into one right there laid a hook good guy I was like oh.
Interviewer,So she runs away to a good guy a good guy yeah the one she's singing at the end yeah.
Eminem,There's a nice guy good guy and the reason that that happened is because oddly enough she had already had a song.
Interviewer,Called nice guy she had that song right so I think that was the last day I was in LA I came back.
Eminem,Home and wrote sat at one and then i was like I'm gonna write - the other one - but they're both saying nice guy good.
Interviewer,Guy i was like i'll make it like his kind of one song Dre's all over this project Trey's input was all over it for.
Eminem,Sure he felt like me and him had a couple discussions about the last album and one of the things that he said to me.
Interviewer,Was like he was like he he hit me up on Dave's like yo I don't like how are talking about your album and he had heard revival right.
Eminem, yeah him and Jimmy Iovine has sat in there and listened to most of the songs I had done at Rick Rubin studio and.
Interviewer, based off that reaction I think Dre was a little confused too when that happen probably not more so.
Eminem, than me but but we had a conversation earlier in the year and I think I had only had one song by that time it this.
Interviewer, was like January yeah I had the one song and was thinking about releasing it and then another song got when I got back to.
Eminem, Detroit recorded it like okay now I got two songs I might as well do a album and that's kind of how that came.
Interviewer, about but Drake also there's a couple songs that he kind of dated him just because he didn't have a good reaction.
Eminem, to him and he also felt like one of them's going a little far what does that mean like how far did it go it's it it.
Interviewer, definitely went too far when you say go too far I feel like kamikaze was the place where if you were ever gonna go so.
Eminem, called too far this is where it would be you did the B et verse for the rap cypher and in it you covered a lot of.
Interviewer, content that was relevant to the world we live in today that some folks want to sweep under the rug and this is my own.
Eminem, personal opinion conversations we have every day on che for five months weigh in the morning we talked about you know.
Interviewer, then justice policies prejudice we talked about discrimination all of these different things whether or not we're in.
Eminem, the middle of a race war that is trying to be perpetrated by people in power not a war in a sense where people don't pick.
Interviewer, up guns and shoot it well maybe Brad but in terms of psychologically the whole nine so when you did that verse on.
Eminem, the BT cipher what I thought why it was necessary King crooked had a song called I can't breathe.
Interviewer, where he talks about man we can't just beat only one sameness white rappers shouldn't stay quiet white rappers.
Eminem, shouldn't stay quiet I can't tell you how hard that one hit me it was to the point where I'm like this is how strong.
Interviewer, I feel about something I gotta put it in the right words you know and I saw where it was like oh.
Eminem, these are these are not new subjects they're new to M&M and you know that kind of.
Interviewer, how did you respond to that reaction you did you got back last for that you know I got backlash for the Trump cypher and.
Eminem, and yeah you know it is what it is at least at least when this is all said and done maybe I can just be on the.
Interviewer, right side of history but you got people dissecting the bars and going all the is trash it's not even that good.
Eminem,And that's not what it's about you're missing the whole point do you know I'm saying I'm trying to like I'm.
Interviewer,Trying to say this also to my fanbase who might have voted for him a lot of people in my family did and at the time.
Eminem,I did the cypher i realized after it was all said and done that maybe maybe I should have just attacked him when you.
Interviewer,Said a drunk he drew a line and a sane man should have not done that you should have reworded it and showed empathy -.
Eminem,Well that's what i realized after i was done that's kind of how I felt because it's like okay this is this is like this.
Interviewer,Is backfiring on me and i don't care i don't give a if if that's what happened and hurt my sales I don't care.
Eminem,About that yeah i care about the message I'm trying to convey why you felt a need to stand up though what was that for you.
Interviewer,Have marshall what majors because because I was just watching it every single day I watched a lot of news right.
Eminem,Yeah the thing that pissed me off the most that really set me off to when I started going crazy with the pen because.
Interviewer,I'm like the kapernick thing and when that happen and how he kept changing the narrative and kept changing.
Eminem,The narrative you ah i i can't i can't um I'm gonna get into this whole trunk anymore but whoa you mentioned at.
Interviewer,The end of the wringer asian orange sending a secret service to your house that the Secret Service really come to.
Eminem,Your house after that they came to my studio yeah and they asked they had they were just.
Interviewer,Basically asking me questions about my lyrics to see if what the intent was behind him and if I was making a actual.
Eminem,Threat or just expressing myself so so that really happened wow that's crazy right now what we're seeing too cuz.
Interviewer,Colin kapernick was named the face of Nikes 30th anniversary let's do it you saw that right and then you got a whole.
Eminem,Slew of people that are now burning nike shoes and Nike I saw that product it's infuriating yeah when you think yeah.
Interviewer,Like really dude nike supports people who need for the anthem at this point come on seriously seriously you.
Eminem,Got to be a to think that that's just what it's about and it's that cut and dry.
Interviewer,Yeah you know what i'm saying like there's a meaning behind this and there's real pain behind this and.
Eminem,You're burning a pair of shoes when you go about your day and you got your job and you're doing.
Interviewer,Thinking about all this other that's what really bothers you people ain't gonna stop watching.
Eminem,Football they're just not yeah football to me is the best sport there is.
Interviewer,And what draws you to the game should not be if that's how you feel about your country and you feel like you should.
Eminem,Stand for the anthem stand for the anthem that's fine but you also need to realize.
Interviewer,That this is america and people have died for these rights to be able to protest and to be able to take a knee.
Eminem,Stop making it personal about yourself you have nothing to do with this I agree we got to get back to Tyler.
Interviewer,To create a man i'm a i'm a big fan of Tyler's you know and I recently saw him perform I know that Tyler was a big fan.
Eminem,Of yours growing up right and then uh i recall you even reading about you saying some good things about our future are.
Interviewer,They pushing boundaries years ago yeah for sure and you said some great things about them about them as a talent.
Eminem,And pushing boundaries as a group future as a whole yeah what happened what she died you.
Interviewer,Know i really did like him i i thought like I thought their movement was really cool too.
Eminem,Good job make music we didn't make music but you know I just felt like okay there's a mutual expect you respect you.
Interviewer,Know and a lot of this did that ended up happening after that like the Tweety put out with talking about shady.
Eminem,15 and why can't people a little close to him tell him that his sucks and it's trash and like okay listen man you.
Interviewer,Don't have to like it and it could really suck but being that somebody really was cool to you you would expect.
Eminem,Some kind of reciprocation and just don't we go public with it and publicly express your opinion and how much my is trash okay so I talk I chalk it.
Interviewer, up to them being young and just kids you know I'm saying so it was like all right I've been there when I'm saying like I.
Eminem, was dick when I first came out I'm saying like yeah man it worked I don't yeah I feel bad about it I'm.
Interviewer, sorry if I ever was a dick to you but I don't think I ever was was I you know one time man but hey oh yeah yeah that's.
Eminem, true all talk about that okay so I liked them in and then Earl Sweatshirt gets in an interview after after Tyler trashes.
Interviewer, me and then Earl Sweatshirt everybody listens everything's drinking too much Mountain Dew and I'm just like.
Eminem, really like what the like you know I'm saying like you guys were just on tour with us we hung out like we kicked.
Interviewer, it make jokes like you know I'm saying like so the last straw like look I know a lot of this.
Eminem, I could I I could come across being very petty yeah but at a certain point in time someone has their breaking point.
Interviewer, you know I'm saying so when Tyler tweeted out the thing about walk on water this song is.
Eminem, horrible I was like all right I need to say something now because this is.
Interviewer, stupid mm-hmm you know but at the same time I'm not gonna let everybody just keep.
Eminem, I'm not gonna be America's punching bag and just won't think is cool and safe just say whatever the.
Interviewer, they want about me thinking shocks people um because for all your career you was the I just don't give a.
Eminem, that can work both ways how so because you don't give a you will fire back at somebody who says something about you.
Interviewer, I picked and chose who to that I wanted to say my piece with yeah because a lot of those things were personal but then.
Eminem, there's a lot of things that aren't personal and kamikaze you know it's just the game in competition you know.
Interviewer, training spirit of m3 spirit of an MC yeah but um you know with the Tyler the Creator thing and I I realized now and I.
Eminem, realized when I when I when I said it but I wasn't like in the mind frame of I was angry when I said the about.
Interviewer, Tyler the fact of like every time I saw this kid like I'm always so cool you know I'm saying like I I I loved his.
Eminem, energy like everything you know saying like he was a funny dude like he's super charismatic and but I'm sitting.
Interviewer, back like man at what point at what point do I have to say something just to defend myself and.
Eminem, I think that the word that I called him on the album was on that song was one of the things where I felt like this might.
Interviewer, be too far because it might in my the homophobe in my quest yeah in my quest to hurt him I realized that I was.
Eminem, hurting a lot of other people by saying and at the time I was so mad it was just whatever look.
Interviewer, in the midst of everything else that was going on on this album and the things that it took to pull this album together.
Eminem, and all that kind of it was one of the things that I kept going back to going I don't feel right with this.
Interviewer, before the album came out I had the conversation with Paul and we spun the word back.
Eminem, but now I realize people can hear what I'm saying anyways in the case of this man I feel like just man I wish you and.
Interviewer, Tyler could sit down and hash that one out now that to fire Joe shot back and he said what he said because I think.
Eminem, that's a special young man and he could probably use your mentorship and you could probably feed off of what he has.
Interviewer, to offer as well I could tell this different from Joe or some of the other yeah it's definitely different it's not.
Eminem, it's not it is it's not as personal it's one of them things like I do you-you-you you deserve a tap now.
Interviewer, because I think you thought it was cool too just because you slid with the other things and I didn't say because.
Eminem, like I said I was talking it up to them being young and just kids man I'm like but at the same time at what point do I.
Interviewer, just got to switch topics because something I see I keep hearing this reoccurring theme about how important.
Eminem, writing is you know one of my favorite tracks on the album is featuring an up-and-coming star that I think he along.
Interviewer, with others that you mentioned on the album like shine or trigger Jay Cole yeah.
Eminem, joining of Lucas powerful real powerful artist I like y'all together on this track you know I think it's a good mesh.
Interviewer, between a veteran and somebody who's on the rise he's so good - what is it about him that you like the first time my song.
Eminem, was like five years ago with the it wanted to be et Cypress and I peeped how he was like he was saying a lot of lines.
Interviewer, that I saw some of me and that but at the same time I it was different because it was like early on in my career.
Eminem, whenever I get to do a BT cypher I want to try to right til my stands out you know.
Interviewer, I'm saying and he stood out so much to me I was like yo easy which was talking about Miley Cyrus and I'm not mistaken.
Eminem, I'm pretty sure it was something like that but he was talking about pop stars and he was doing this kind of thing but.
Interviewer, I'm like yo people are gonna remember that I remembered it and then I kind of started when he made it the Ross.
Eminem, capiccioni yeah the way he did it from the two perspectives it was genius and it was like stood out wasn't it out so.
Interviewer, much to me like not only that though like the rhymes become listening to the rhondettes.
Eminem, when I'm listening to a rapper I'm listening to what you bringing to the table as far as a skill set right that's.
Interviewer, the first thing I'm a honing on but the fact that like I said like he's not compromising bars to tell his story he.
Eminem, still got complexity in there ya know Sam and he he but he's the water I went like he's taking you on his journey and.
Interviewer, I never snapped out of that journey till he was over you know saying like I was like yo this kid is incredible.
Eminem, y'all got a summer and I'm paraphrasing I can't remember the lyrics exactly but you come in with a verse where you say I.
Interviewer, got a couple of mansions but I still don't have any manners you got a couple of golf writers but to.
Eminem, these kids that don't actually matter what the happened the hip-hop was going on with hip-hop people took that.
Interviewer, line and thought you were indirectly talking about Drake no see here's the thing I saw and I saw that too yeah.
Eminem, Drake is always gonna be in my good graces because he did something for for one of my daughters that I will never.
Interviewer, forget and he will always be in my graces with that and I like Drake what I'm telling you with these lines is I.
Eminem, don't know what's real and what's not it at this point you know I'm saying because you hear.
Interviewer, about this rapper that rap or whatever I'm telling you that I don't do it never have and never will if I ever.
Eminem,Need a ghostwriter I need to just put the mic down you know saying huh so that's my.
Interviewer,Personal belief as far as anybody out here too that does use ghostwriters that's fine.
Eminem,That's if that's what you do that's fine but I'm telling you I don't do it hip-hop was the most important thing.
Interviewer,That empowered me as a kid it made me feel I have a line where I say it made me feel tough when I wasn't yeah when I.
Eminem,Was a scrawny little kid growing up on eight mile walking up the block put headphones on and it made me feel.
Interviewer,Powerful hip-hop probably was I I mean it was it was it was like my dad mmm.
Eminem,Hip-hop you know i'm saying and it was the only thing that made me empowered it made me feel good about myself and when.
Interviewer,I started being able to write rhymes and figured out I could do it that's where the feeling comes from to me because the.
Eminem,Excitement is being able to come up with the you know I'm saying it taught me how to throw my first punch gave me.
Interviewer,The confidence okay be able to throw my first punch and to realize not only that the fact that proof used to beat my ass.
Eminem,All the time in the backyard boxing and one time he beat me like literally to the ground.
Interviewer,What and he was just like em let's just stop cuz I kept getting up coming at him but I'm like but I just kept getting.
Eminem,Beat up he was fast man he's very quick and he's but it made me realize like okay taking a punch is nothing you know.
Interviewer,I'm saying like it's not your fear when you're a kid is like oh my God if I get hit what's it gonna work to hit me in.
Eminem,The nose in it jazz my nose in my brain and I died like kind of you think about but nah man hip-hop hip-hop like.
Interviewer,Since its beginning i was always under the impression that every rapper wrote their rhymes and when you heard about ku.
Eminem,Modi battling busy b mm-hmm it was who's bringing the best rhymes to the table you know saying who's gonna be.
Interviewer,Able to say the best who's the cleverest in the wittiest and then years later fast forward you hear eazy-e.
Eminem,Saying ice cube writes the rhymes that i say mmm-hmm and I remember being a kid like hearing.
Interviewer,The line but it never really i i just didn't really care no you know I'm saying it didn't really affect the way I.
Eminem,Felt about eazy-e or the way i felt about in waa I think in all fairness though I think Drake there's a superior.
Interviewer,Writer to be able to sustain the level of success he has yeah I mean he makes great music there's not really even much.
Eminem,You can say about it you know on this kamikaze album I feel like I was pretty directed whoo yeah I was kind of taking.
Interviewer,Shots at going that and who i wasn't you know saying I wouldn't send subliminals to Drake for there'd be no reason for me.
Eminem,To do that but i am expressing to you that regardless of what any of these other dudes do I have never not even a.
Interviewer,Line not even anything i wouldn't be able to have fun with it if I couldn't write it that makes sense you go in.
Eminem,Really hard about the grammys in a way man you kind of you drag the Grammys in the mud and you talk about you have a.
Interviewer,Few grammys but you feel like you had to sell your soul to get on and you didn't know if you wanted it for the.
Eminem,Recognition or the trophies but it was the difference you know and that Grammys pretty much sucked the blood of artists.
Interviewer,And nominate them have them come to the shows and which they do theirs every year yeah and I got I'm just tired of seeing it and for whatever.
Eminem, reason it's like they're always pitching this hint that you might win album of the year which is a used to be a big.
Interviewer, deal I don't think it's a big deal now you know sat at home this year for the Grammys and watched J and Kendrick not.
Eminem, get it and I felt like one of them should have got it I felt like joining the lucra should.
Interviewer, have won a Grammy for I'm not racist you know absolutely should have won a Grammy every year we we we wit it was I.
